parents,has_nurs,form,children,housing,finance,social,health,binaryClass
pretentious,less_proper,foster,more,convenient,inconv,problematic,priority,N
pretentious,less_proper,foster,more,convenient,inconv,problematic,not_recom,P
pretentious,less_proper,foster,more,less_conv,convenient,nonprob,recommended,N
pretentious,less_proper,foster,more,less_conv,convenient,nonprob,priority,N
pretentious,less_proper,foster,more,less_conv,convenient,nonprob,not_recom,P
pretentious,less_proper,foster,more,less_conv,convenient,slightly_prob,recommended,N
pretentious,less_proper,foster,more,less_conv,convenient,slightly_prob,priority,N
pretentious,less_proper,foster,more,less_conv,convenient,slightly_prob,not_recom,P
pretentious,less_proper,foster,more,less_conv,convenient,problematic,recommended,N
pretentious,less_proper,foster,more,less_conv,convenient,problematic,priority,N
pretentious,less_proper,foster,more,less_conv,convenient,problematic,not_recom,P
pretentious,less_proper,foster,more,less_conv,inconv,nonprob,recommended,N
pretentious,less_proper,foster,more,less_conv,inconv,nonprob,priority,N
pretentious,less_proper,foster,more,less_conv,inconv,nonprob,not_recom,P
pretentious,less_proper,foster,more,less_conv,inconv,slightly_prob,recommended,N
pretentious,less_proper,foster,more,less_conv,inconv,slightly_prob,priority,N
pretentious,less_proper,foster,more,less_conv,inconv,slightly_prob,not_recom,P
pretentious,less_proper,foster,more,less_conv,inconv,problematic,recommended,N
pretentious,less_proper,foster,more,less_conv,inconv,problematic,priority,N
pretentious,less_proper,foster,more,less_conv,inconv,problematic,not_recom,P
pretentious,less_proper,foster,more,critical,convenient,nonprob,recommended,N
pretentious,less_proper,foster,more,critical,convenient,nonprob,priority,N
pretentious,less_proper,foster,more,critical,convenient,nonprob,not_recom,P
pretentious,less_proper,foster,more,critical,convenient,slightly_prob,recommended,N
pretentious,less_proper,foster,more,critical,convenient,slightly_prob,priority,N
pretentious,less_proper,foster,more,critical,convenient,slightly_prob,not_recom,P
pretentious,less_proper,foster,more,critical,convenient,problematic,recommended,N
pretentious,less_proper,foster,more,critical,convenient,problematic,priority,N
pretentious,less_proper,foster,more,critical,convenient,problematic,not_recom,P
pretentious,less_proper,foster,more,critical,inconv,nonprob,recommended,N
pretentious,less_proper,foster,more,critical,inconv,nonprob,priority,N
pretentious,less_proper,foster,more,critical,inconv,nonprob,not_recom,P
pretentious,less_proper,foster,more,critical,inconv,slightly_prob,recommended,N
pretentious,less_proper,foster,more,critical,inconv,slightly_prob,priority,N
pretentious,less_proper,foster,more,critical,inconv,slightly_prob,not_recom,P
pretentious,less_proper,foster,more,critical,inconv,problematic,recommended,N
pretentious,less_proper,foster,more,critical,inconv,problematic,priority,N
pretentious,less_proper,foster,more,critical,inconv,problematic,not_recom,P
pretentious,improper,complete,1,convenient,convenient,nonprob,recommended,N
pretentious,improper,complete,1,convenient,convenient,nonprob,priority,N
pretentious,improper,complete,1,convenient,convenient,nonprob,not_recom,P
pretentious,improper,complete,1,convenient,convenient,slightly_prob,recommended,N
pretentious,improper,complete,1,convenient,convenient,slightly_prob,priority,N
pretentious,improper,complete,1,convenient,convenient,slightly_prob,not_recom,P
pretentious,improper,complete,1,convenient,convenient,problematic,recommended,N
pretentious,improper,complete,1,convenient,convenient,problematic,priority,N
pretentious,improper,complete,1,convenient,convenient,problematic,not_recom,P
pretentious,improper,complete,1,convenient,inconv,nonprob,recommended,N
pretentious,improper,complete,1,convenient,inconv,nonprob,priority,N
pretentious,improper,complete,1,convenient,inconv,nonprob,not_recom,P
pretentious,improper,complete,1,convenient,inconv,slightly_prob,recommended,N
pretentious,improper,complete,1,convenient,inconv,slightly_prob,priority,N
pretentious,improper,complete,1,convenient,inconv,slightly_prob,not_recom,P
pretentious,improper,complete,1,convenient,inconv,problematic,recommended,N
pretentious,improper,complete,1,convenient,inconv,problematic,priority,N
pretentious,improper,complete,1,convenient,inconv,problematic,not_recom,P
pretentious,improper,complete,1,less_conv,convenient,nonprob,recommended,N
pretentious,improper,complete,1,less_conv,convenient,nonprob,priority,N
pretentious,improper,complete,1,less_conv,convenient,nonprob,not_recom,P
pretentious,improper,complete,1,less_conv,convenient,slightly_prob,recommended,N
pretentious,improper,complete,1,less_conv,convenient,slightly_prob,priority,N
pretentious,improper,complete,1,less_conv,convenient,slightly_prob,not_recom,P
pretentious,improper,complete,1,less_conv,convenient,problematic,recommended,N
pretentious,improper,complete,1,less_conv,convenient,problematic,priority,N
pretentious,improper,complete,1,less_conv,convenient,problematic,not_recom,P
pretentious,improper,complete,1,less_conv,inconv,nonprob,recommended,N
pretentious,improper,complete,1,less_conv,inconv,nonprob,priority,N
pretentious,improper,complete,1,less_conv,inconv,nonprob,not_recom,P
pretentious,improper,complete,1,less_conv,inconv,slightly_prob,recommended,N
pretentious,improper,complete,1,less_conv,inconv,slightly_prob,priority,N
pretentious,improper,complete,1,less_conv,inconv,slightly_prob,not_recom,P
pretentious,improper,complete,1,less_conv,inconv,problematic,recommended,N
pretentious,improper,complete,1,less_conv,inconv,problematic,priority,N
pretentious,improper,complete,1,less_conv,inconv,problematic,not_recom,P
pretentious,improper,complete,1,critical,convenient,nonprob,recommended,N
pretentious,improper,complete,1,critical,convenient,nonprob,priority,N
pretentious,improper,complete,1,critical,convenient,nonprob,not_recom,P
pretentious,improper,complete,1,critical,convenient,slightly_prob,recommended,N
pretentious,improper,complete,1,critical,convenient,slightly_prob,priority,N
pretentious,improper,complete,1,critical,convenient,slightly_prob,not_recom,P
pretentious,improper,complete,1,critical,convenient,problematic,recommended,N
pretentious,improper,complete,1,critical,convenient,problematic,priority,N
pretentious,improper,complete,1,critical,convenient,problematic,not_recom,P
pretentious,improper,complete,1,critical,inconv,nonprob,recommended,N
pretentious,improper,complete,1,critical,inconv,nonprob,priority,N
pretentious,improper,complete,1,critical,inconv,nonprob,not_recom,P
pretentious,improper,complete,1,critical,inconv,slightly_prob,recommended,N
pretentious,improper,complete,1,critical,inconv,slightly_prob,priority,N
pretentious,improper,complete,1,critical,inconv,slightly_prob,not_recom,P
pretentious,improper,complete,1,critical,inconv,problematic,recommended,N
pretentious,improper,complete,1,critical,inconv,problematic,priority,N
pretentious,improper,complete,1,critical,inconv,problematic,not_recom,P
pretentious,improper,complete,2,convenient,convenient,nonprob,recommended,N
pretentious,improper,complete,2,convenient,convenient,nonprob,priority,N
pretentious,improper,complete,2,convenient,convenient,nonprob,not_recom,P
pretentious,improper,complete,2,convenient,convenient,slightly_prob,recommended,N
pretentious,improper,complete,2,convenient,convenient,slightly_prob,priority,N
pretentious,improper,complete,2,convenient,convenient,slightly_prob,not_recom,P
pretentious,improper,complete,2,convenient,convenient,problematic,recommended,N
pretentious,improper,complete,2,convenient,convenient,problematic,priority,N
pretentious,improper,complete,2,convenient,convenient,problematic,not_recom,P
pretentious,improper,complete,2,convenient,inconv,nonprob,recommended,N
pretentious,improper,complete,2,convenient,inconv,nonprob,priority,N
pretentious,improper,complete,2,convenient,inconv,nonprob,not_recom,P
pretentious,improper,complete,2,convenient,inconv,slightly_prob,recommended,N
pretentious,improper,complete,2,convenient,inconv,slightly_prob,priority,N
pretentious,improper,complete,2,convenient,inconv,slightly_prob,not_recom,P
pretentious,improper,complete,2,convenient,inconv,problematic,recommended,N
pretentious,improper,complete,2,convenient,inconv,problematic,priority,N
pretentious,improper,complete,2,convenient,inconv,problematic,not_recom,P
pretentious,improper,complete,2,less_conv,convenient,nonprob,recommended,N
pretentious,improper,complete,2,less_conv,convenient,nonprob,priority,N
pretentious,improper,complete,2,less_conv,convenient,nonprob,not_recom,P
pretentious,improper,complete,2,less_conv,convenient,slightly_prob,recommended,N
pretentious,improper,complete,2,less_conv,convenient,slightly_prob,priority,N
pretentious,improper,complete,2,less_conv,convenient,slightly_prob,not_recom,P
pretentious,improper,complete,2,less_conv,convenient,problematic,recommended,N
pretentious,improper,complete,2,less_conv,convenient,problematic,priority,N
pretentious,improper,complete,2,less_conv,convenient,problematic,not_recom,P
pretentious,improper,complete,2,less_conv,inconv,nonprob,recommended,N
pretentious,improper,complete,2,less_conv,inconv,nonprob,priority,N
pretentious,improper,complete,2,less_conv,inconv,nonprob,not_recom,P
pretentious,improper,complete,2,less_conv,inconv,slightly_prob,recommended,N
pretentious,improper,complete,2,less_conv,inconv,slightly_prob,priority,N
pretentious,improper,complete,2,less_conv,inconv,slightly_prob,not_recom,P
pretentious,improper,complete,2,less_conv,inconv,problematic,recommended,N
pretentious,improper,complete,2,less_conv,inconv,problematic,priority,N
pretentious,improper,complete,2,less_conv,inconv,problematic,not_recom,P
pretentious,improper,complete,2,critical,convenient,nonprob,recommended,N
pretentious,improper,complete,2,critical,convenient,nonprob,priority,N
pretentious,improper,complete,2,critical,convenient,nonprob,not_recom,P
pretentious,improper,complete,2,critical,convenient,slightly_prob,recommended,N
pretentious,improper,complete,2,critical,convenient,slightly_prob,priority,N
pretentious,improper,complete,2,critical,convenient,slightly_prob,not_recom,P
pretentious,improper,complete,2,critical,convenient,problematic,recommended,N
pretentious,improper,complete,2,critical,convenient,problematic,priority,N
pretentious,improper,complete,2,critical,convenient,problematic,not_recom,P
pretentious,improper,complete,2,critical,inconv,nonprob,recommended,N
pretentious,improper,complete,2,critical,inconv,nonprob,priority,N
pretentious,improper,complete,2,critical,inconv,nonprob,not_recom,P
pretentious,improper,complete,2,critical,inconv,slightly_prob,recommended,N
pretentious,improper,complete,2,critical,inconv,slightly_prob,priority,N
pretentious,improper,complete,2,critical,inconv,slightly_prob,not_recom,P
pretentious,improper,complete,2,critical,inconv,problematic,recommended,N
pretentious,improper,complete,2,critical,inconv,problematic,priority,N
pretentious,improper,complete,2,critical,inconv,problematic,not_recom,P
pretentious,improper,complete,3,convenient,convenient,nonprob,recommended,N
pretentious,improper,complete,3,convenient,convenient,nonprob,priority,N
pretentious,improper,complete,3,convenient,convenient,nonprob,not_recom,P
pretentious,improper,complete,3,convenient,convenient,slightly_prob,recommended,N
pretentious,improper,complete,3,convenient,convenient,slightly_prob,priority,N
pretentious,improper,complete,3,convenient,convenient,slightly_prob,not_recom,P
pretentious,improper,complete,3,convenient,convenient,problematic,recommended,N
pretentious,improper,complete,3,convenient,convenient,problematic,priority,N
pretentious,improper,complete,3,convenient,convenient,problematic,not_recom,P
pretentious,improper,complete,3,convenient,inconv,nonprob,recommended,N
pretentious,improper,complete,3,convenient,inconv,nonprob,priority,N
pretentious,improper,complete,3,convenient,inconv,nonprob,not_recom,P
pretentious,improper,complete,3,convenient,inconv,slightly_prob,recommended,N
pretentious,improper,complete,3,convenient,inconv,slightly_prob,priority,N
pretentious,improper,complete,3,convenient,inconv,slightly_prob,not_recom,P
pretentious,improper,complete,3,convenient,inconv,problematic,recommended,N
pretentious,improper,complete,3,convenient,inconv,problematic,priority,N
pretentious,improper,complete,3,convenient,inconv,problematic,not_recom,P
pretentious,improper,complete,3,less_conv,convenient,nonprob,recommended,N
pretentious,improper,complete,3,less_conv,convenient,nonprob,priority,N
pretentious,improper,complete,3,less_conv,convenient,nonprob,not_recom,P
pretentious,improper,complete,3,less_conv,convenient,slightly_prob,recommended,N
pretentious,improper,complete,3,less_conv,convenient,slightly_prob,priority,N
pretentious,improper,complete,3,less_conv,convenient,slightly_prob,not_recom,P
pretentious,improper,complete,3,less_conv,convenient,problematic,recommended,N
pretentious,improper,complete,3,less_conv,convenient,problematic,priority,N
pretentious,improper,complete,3,less_conv,convenient,problematic,not_recom,P
pretentious,improper,complete,3,less_conv,inconv,nonprob,recommended,N
pretentious,improper,complete,3,less_conv,inconv,nonprob,priority,N
pretentious,improper,complete,3,less_conv,inconv,nonprob,not_recom,P
pretentious,improper,complete,3,less_conv,inconv,slightly_prob,recommended,N
pretentious,improper,complete,3,less_conv,inconv,slightly_prob,priority,N
pretentious,improper,complete,3,less_conv,inconv,slightly_prob,not_recom,P
pretentious,improper,complete,3,less_conv,inconv,problematic,recommended,N
pretentious,improper,complete,3,less_conv,inconv,problematic,priority,N
pretentious,improper,complete,3,less_conv,inconv,problematic,not_recom,P
pretentious,improper,complete,3,critical,convenient,nonprob,recommended,N
pretentious,improper,complete,3,critical,convenient,nonprob,priority,N
pretentious,improper,complete,3,critical,convenient,nonprob,not_recom,P
pretentious,improper,complete,3,critical,convenient,slightly_prob,recommended,N
pretentious,improper,complete,3,critical,convenient,slightly_prob,priority,N
pretentious,improper,complete,3,critical,convenient,slightly_prob,not_recom,P
pretentious,improper,complete,3,critical,convenient,problematic,recommended,N
pretentious,improper,complete,3,critical,convenient,problematic,priority,N
pretentious,improper,complete,3,critical,convenient,problematic,not_recom,P
pretentious,improper,complete,3,critical,inconv,nonprob,recommended,N
pretentious,improper,complete,3,critical,inconv,nonprob,priority,N
pretentious,improper,complete,3,critical,inconv,nonprob,not_recom,P
pretentious,improper,complete,3,critical,inconv,slightly_prob,recommended,N
pretentious,improper,complete,3,critical,inconv,slightly_prob,priority,N
pretentious,improper,complete,3,critical,inconv,slightly_prob,not_recom,P
pretentious,improper,complete,3,critical,inconv,problematic,recommended,N
pretentious,improper,complete,3,critical,inconv,problematic,priority,N
pretentious,improper,complete,3,critical,inconv,problematic,not_recom,P
pretentious,improper,complete,more,convenient,convenient,nonprob,recommended,N
pretentious,improper,complete,more,convenient,convenient,nonprob,priority,N
pretentious,improper,complete,more,convenient,convenient,nonprob,not_recom,P
pretentious,improper,complete,more,convenient,convenient,slightly_prob,recommended,N
pretentious,improper,complete,more,convenient,convenient,slightly_prob,priority,N
pretentious,improper,complete,more,convenient,convenient,slightly_prob,not_recom,P
pretentious,improper,complete,more,convenient,convenient,problematic,recommended,N
pretentious,improper,complete,more,convenient,convenient,problematic,priority,N
pretentious,improper,complete,more,convenient,convenient,problematic,not_recom,P
pretentious,improper,complete,more,convenient,inconv,nonprob,recommended,N
pretentious,improper,complete,more,convenient,inconv,nonprob,priority,N
pretentious,improper,complete,more,convenient,inconv,nonprob,not_recom,P
pretentious,improper,complete,more,convenient,inconv,slightly_prob,recommended,N
pretentious,improper,complete,more,convenient,inconv,slightly_prob,priority,N
pretentious,improper,complete,more,convenient,inconv,slightly_prob,not_recom,P
pretentious,improper,complete,more,convenient,inconv,problematic,recommended,N
pretentious,improper,complete,more,convenient,inconv,problematic,priority,N
pretentious,improper,complete,more,convenient,inconv,problematic,not_recom,P
pretentious,improper,complete,more,less_conv,convenient,nonprob,recommended,N
pretentious,improper,complete,more,less_conv,convenient,nonprob,priority,N
pretentious,improper,complete,more,less_conv,convenient,nonprob,not_recom,P
pretentious,improper,complete,more,less_conv,convenient,slightly_prob,recommended,N
pretentious,improper,complete,more,less_conv,convenient,slightly_prob,priority,N
pretentious,improper,complete,more,less_conv,convenient,slightly_prob,not_recom,P
pretentious,improper,complete,more,less_conv,convenient,problematic,recommended,N
pretentious,improper,complete,more,less_conv,convenient,problematic,priority,N
pretentious,improper,complete,more,less_conv,convenient,problematic,not_recom,P
pretentious,improper,complete,more,less_conv,inconv,nonprob,recommended,N
pretentious,improper,complete,more,less_conv,inconv,nonprob,priority,N
pretentious,improper,complete,more,less_conv,inconv,nonprob,not_recom,P
pretentious,improper,complete,more,less_conv,inconv,slightly_prob,recommended,N
pretentious,improper,complete,more,less_conv,inconv,slightly_prob,priority,N
pretentious,improper,complete,more,less_conv,inconv,slightly_prob,not_recom,P
pretentious,improper,complete,more,less_conv,inconv,problematic,recommended,N
pretentious,improper,complete,more,less_conv,inconv,problematic,priority,N
pretentious,improper,complete,more,less_conv,inconv,problematic,not_recom,P
pretentious,improper,complete,more,critical,convenient,nonprob,recommended,N
pretentious,improper,complete,more,critical,convenient,nonprob,priority,N
pretentious,improper,complete,more,critical,convenient,nonprob,not_recom,P
pretentious,improper,complete,more,critical,convenient,slightly_prob,recommended,N
pretentious,improper,complete,more,critical,convenient,slightly_prob,priority,N
pretentious,improper,complete,more,critical,convenient,slightly_prob,not_recom,P
pretentious,improper,complete,more,critical,convenient,problematic,recommended,N
pretentious,improper,complete,more,critical,convenient,problematic,priority,N
pretentious,improper,complete,more,critical,convenient,problematic,not_recom,P
pretentious,improper,complete,more,critical,inconv,nonprob,recommended,N
pretentious,improper,complete,more,critical,inconv,nonprob,priority,N
pretentious,improper,complete,more,critical,inconv,nonprob,not_recom,P
pretentious,improper,complete,more,critical,inconv,slightly_prob,recommended,N
pretentious,improper,complete,more,critical,inconv,slightly_prob,priority,N
pretentious,improper,complete,more,critical,inconv,slightly_prob,not_recom,P
pretentious,improper,complete,more,critical,inconv,problematic,recommended,N
pretentious,improper,complete,more,critical,inconv,problematic,priority,N
pretentious,improper,complete,more,critical,inconv,problematic,not_recom,P
pretentious,improper,completed,1,convenient,convenient,nonprob,recommended,N
pretentious,improper,completed,1,convenient,convenient,nonprob,priority,N
pretentious,improper,completed,1,convenient,convenient,nonprob,not_recom,P
pretentious,improper,completed,1,convenient,convenient,slightly_prob,recommended,N
pretentious,improper,completed,1,convenient,convenient,slightly_prob,priority,N
pretentious,improper,completed,1,convenient,convenient,slightly_prob,not_recom,P
pretentious,improper,completed,1,convenient,convenient,problematic,recommended,N
pretentious,improper,completed,1,convenient,convenient,problematic,priority,N
pretentious,improper,completed,1,convenient,convenient,problematic,not_recom,P
pretentious,improper,completed,1,convenient,inconv,nonprob,recommended,N
pretentious,improper,completed,1,convenient,inconv,nonprob,priority,N
pretentious,improper,completed,1,convenient,inconv,nonprob,not_recom,P
pretentious,improper,completed,1,convenient,inconv,slightly_prob,recommended,N
pretentious,improper,completed,1,convenient,inconv,slightly_prob,priority,N
pretentious,improper,completed,1,convenient,inconv,slightly_prob,not_recom,P
pretentious,improper,completed,1,convenient,inconv,problematic,recommended,N
pretentious,improper,completed,1,convenient,inconv,problematic,priority,N
pretentious,improper,completed,1,convenient,inconv,problematic,not_recom,P
pretentious,improper,completed,1,less_conv,convenient,nonprob,recommended,N
pretentious,improper,completed,1,less_conv,convenient,nonprob,priority,N
pretentious,improper,completed,1,less_conv,convenient,nonprob,not_recom,P
pretentious,improper,completed,1,less_conv,convenient,slightly_prob,recommended,N
pretentious,improper,completed,1,less_conv,convenient,slightly_prob,priority,N
pretentious,improper,completed,1,less_conv,convenient,slightly_prob,not_recom,P
pretentious,improper,completed,1,less_conv,convenient,problematic,recommended,N
pretentious,improper,completed,1,less_conv,convenient,problematic,priority,N
pretentious,improper,completed,1,less_conv,convenient,problematic,not_recom,P
pretentious,improper,completed,1,less_conv,inconv,nonprob,recommended,N
pretentious,improper,completed,1,less_conv,inconv,nonprob,priority,N
pretentious,improper,completed,1,less_conv,inconv,nonprob,not_recom,P
pretentious,improper,completed,1,less_conv,inconv,slightly_prob,recommended,N
pretentious,improper,completed,1,less_conv,inconv,slightly_prob,priority,N
pretentious,improper,completed,1,less_conv,inconv,slightly_prob,not_recom,P
pretentious,improper,completed,1,less_conv,inconv,problematic,recommended,N
pretentious,improper,completed,1,less_conv,inconv,problematic,priority,N
pretentious,improper,completed,1,less_conv,inconv,problematic,not_recom,P
pretentious,improper,completed,1,critical,convenient,nonprob,recommended,N
pretentious,improper,completed,1,critical,convenient,nonprob,priority,N
pretentious,improper,completed,1,critical,convenient,nonprob,not_recom,P
pretentious,improper,completed,1,critical,convenient,slightly_prob,recommended,N
pretentious,improper,completed,1,critical,convenient,slightly_prob,priority,N
pretentious,improper,completed,1,critical,convenient,slightly_prob,not_recom,P
pretentious,improper,completed,1,critical,convenient,problematic,recommended,N
pretentious,improper,completed,1,critical,convenient,problematic,priority,N
pretentious,improper,completed,1,critical,convenient,problematic,not_recom,P
pretentious,improper,completed,1,critical,inconv,nonprob,recommended,N
pretentious,improper,completed,1,critical,inconv,nonprob,priority,N
pretentious,improper,completed,1,critical,inconv,nonprob,not_recom,P
pretentious,improper,completed,1,critical,inconv,slightly_prob,recommended,N
pretentious,improper,completed,1,critical,inconv,slightly_prob,priority,N
pretentious,improper,completed,1,critical,inconv,slightly_prob,not_recom,P
pretentious,improper,completed,1,critical,inconv,problematic,recommended,N
pretentious,improper,completed,1,critical,inconv,problematic,priority,N
pretentious,improper,completed,1,critical,inconv,problematic,not_recom,P
pretentious,improper,completed,2,convenient,convenient,nonprob,recommended,N
pretentious,improper,completed,2,convenient,convenient,nonprob,priority,N
pretentious,improper,completed,2,convenient,convenient,nonprob,not_recom,P
pretentious,improper,completed,2,convenient,convenient,slightly_prob,recommended,N
pretentious,improper,completed,2,convenient,convenient,slightly_prob,priority,N
pretentious,improper,completed,2,convenient,convenient,slightly_prob,not_recom,P
pretentious,improper,completed,2,convenient,convenient,problematic,recommended,N
pretentious,improper,completed,2,convenient,convenient,problematic,priority,N
pretentious,improper,completed,2,convenient,convenient,problematic,not_recom,P
pretentious,improper,completed,2,convenient,inconv,nonprob,recommended,N
pretentious,improper,completed,2,convenient,inconv,nonprob,priority,N
pretentious,improper,completed,2,convenient,inconv,nonprob,not_recom,P
pretentious,improper,completed,2,convenient,inconv,slightly_prob,recommended,N
pretentious,improper,completed,2,convenient,inconv,slightly_prob,priority,N
pretentious,improper,completed,2,convenient,inconv,slightly_prob,not_recom,P
pretentious,improper,completed,2,convenient,inconv,problematic,recommended,N
pretentious,improper,completed,2,convenient,inconv,problematic,priority,N
pretentious,improper,completed,2,convenient,inconv,problematic,not_recom,P
pretentious,improper,completed,2,less_conv,convenient,nonprob,recommended,N
pretentious,improper,completed,2,less_conv,convenient,nonprob,priority,N
pretentious,improper,completed,2,less_conv,convenient,nonprob,not_recom,P
pretentious,improper,completed,2,less_conv,convenient,slightly_prob,recommended,N
pretentious,improper,completed,2,less_conv,convenient,slightly_prob,priority,N
pretentious,improper,completed,2,less_conv,convenient,slightly_prob,not_recom,P
pretentious,improper,completed,2,less_conv,convenient,problematic,recommended,N
pretentious,improper,completed,2,less_conv,convenient,problematic,priority,N
pretentious,improper,completed,2,less_conv,convenient,problematic,not_recom,P
pretentious,improper,completed,2,less_conv,inconv,nonprob,recommended,N
pretentious,improper,completed,2,less_conv,inconv,nonprob,priority,N
pretentious,improper,completed,2,less_conv,inconv,nonprob,not_recom,P
pretentious,improper,completed,2,less_conv,inconv,slightly_prob,recommended,N
pretentious,improper,completed,2,less_conv,inconv,slightly_prob,priority,N
pretentious,improper,completed,2,less_conv,inconv,slightly_prob,not_recom,P
pretentious,improper,completed,2,less_conv,inconv,problematic,recommended,N
pretentious,improper,completed,2,less_conv,inconv,problematic,priority,N
pretentious,improper,completed,2,less_conv,inconv,problematic,not_recom,P
pretentious,improper,completed,2,critical,convenient,nonprob,recommended,N
pretentious,improper,completed,2,critical,convenient,nonprob,priority,N
pretentious,improper,completed,2,critical,convenient,nonprob,not_recom,P
pretentious,improper,completed,2,critical,convenient,slightly_prob,recommended,N
pretentious,improper,completed,2,critical,convenient,slightly_prob,priority,N
pretentious,improper,completed,2,critical,convenient,slightly_prob,not_recom,P
pretentious,improper,completed,2,critical,convenient,problematic,recommended,N
pretentious,improper,completed,2,critical,convenient,problematic,priority,N
pretentious,improper,completed,2,critical,convenient,problematic,not_recom,P
pretentious,improper,completed,2,critical,inconv,nonprob,recommended,N
pretentious,improper,completed,2,critical,inconv,nonprob,priority,N
pretentious,improper,completed,2,critical,inconv,nonprob,not_recom,P
pretentious,improper,completed,2,critical,inconv,slightly_prob,recommended,N
pretentious,improper,completed,2,critical,inconv,slightly_prob,priority,N
pretentious,improper,completed,2,critical,inconv,slightly_prob,not_recom,P
pretentious,improper,completed,2,critical,inconv,problematic,recommended,N
pretentious,improper,completed,2,critical,inconv,problematic,priority,N
pretentious,improper,completed,2,critical,inconv,problematic,not_recom,P
pretentious,improper,completed,3,convenient,convenient,nonprob,recommended,N
pretentious,improper,completed,3,convenient,convenient,nonprob,priority,N
pretentious,improper,completed,3,convenient,convenient,nonprob,not_recom,P
pretentious,improper,completed,3,convenient,convenient,slightly_prob,recommended,N
pretentious,improper,completed,3,convenient,convenient,slightly_prob,priority,N
pretentious,improper,completed,3,convenient,convenient,slightly_prob,not_recom,P
pretentious,improper,completed,3,convenient,convenient,problematic,recommended,N
pretentious,improper,completed,3,convenient,convenient,problematic,priority,N
pretentious,improper,completed,3,convenient,convenient,problematic,not_recom,P
pretentious,improper,completed,3,convenient,inconv,nonprob,recommended,N
pretentious,improper,completed,3,convenient,inconv,nonprob,priority,N
pretentious,improper,completed,3,convenient,inconv,nonprob,not_recom,P
pretentious,improper,completed,3,convenient,inconv,slightly_prob,recommended,N
pretentious,improper,completed,3,convenient,inconv,slightly_prob,priority,N
pretentious,improper,completed,3,convenient,inconv,slightly_prob,not_recom,P
pretentious,improper,completed,3,convenient,inconv,problematic,recommended,N
pretentious,improper,completed,3,convenient,inconv,problematic,priority,N
pretentious,improper,completed,3,convenient,inconv,problematic,not_recom,P
pretentious,improper,completed,3,less_conv,convenient,nonprob,recommended,N
pretentious,improper,completed,3,less_conv,convenient,nonprob,priority,N
pretentious,improper,completed,3,less_conv,convenient,nonprob,not_recom,P
pretentious,improper,completed,3,less_conv,convenient,slightly_prob,recommended,N
pretentious,improper,completed,3,less_conv,convenient,slightly_prob,priority,N
pretentious,improper,completed,3,less_conv,convenient,slightly_prob,not_recom,P
pretentious,improper,completed,3,less_conv,convenient,problematic,recommended,N
pretentious,improper,completed,3,less_conv,convenient,problematic,priority,N
pretentious,improper,completed,3,less_conv,convenient,problematic,not_recom,P
pretentious,improper,completed,3,less_conv,inconv,nonprob,recommended,N
pretentious,improper,completed,3,less_conv,inconv,nonprob,priority,N
pretentious,improper,completed,3,less_conv,inconv,nonprob,not_recom,P
pretentious,improper,completed,3,less_conv,inconv,slightly_prob,recommended,N
pretentious,improper,completed,3,less_conv,inconv,slightly_prob,priority,N
pretentious,improper,completed,3,less_conv,inconv,slightly_prob,not_recom,P
pretentious,improper,completed,3,less_conv,inconv,problematic,recommended,N
pretentious,improper,completed,3,less_conv,inconv,problematic,priority,N
pretentious,improper,completed,3,less_conv,inconv,problematic,not_recom,P
pretentious,improper,completed,3,critical,convenient,nonprob,recommended,N
pretentious,improper,completed,3,critical,convenient,nonprob,priority,N
pretentious,improper,completed,3,critical,convenient,nonprob,not_recom,P
pretentious,improper,completed,3,critical,convenient,slightly_prob,recommended,N
pretentious,improper,completed,3,critical,convenient,slightly_prob,priority,N
pretentious,improper,completed,3,critical,convenient,slightly_prob,not_recom,P
pretentious,improper,completed,3,critical,convenient,problematic,recommended,N
pretentious,improper,completed,3,critical,convenient,problematic,priority,N
pretentious,improper,completed,3,critical,convenient,problematic,not_recom,P
pretentious,improper,completed,3,critical,inconv,nonprob,recommended,N
pretentious,improper,completed,3,critical,inconv,nonprob,priority,N
pretentious,improper,completed,3,critical,inconv,nonprob,not_recom,P
pretentious,improper,completed,3,critical,inconv,slightly_prob,recommended,N
pretentious,improper,completed,3,critical,inconv,slightly_prob,priority,N
pretentious,improper,completed,3,critical,inconv,slightly_prob,not_recom,P
pretentious,improper,completed,3,critical,inconv,problematic,recommended,N
pretentious,improper,completed,3,critical,inconv,problematic,priority,N
pretentious,improper,completed,3,critical,inconv,problematic,not_recom,P
pretentious,improper,completed,more,convenient,convenient,nonprob,recommended,N
pretentious,improper,completed,more,convenient,convenient,nonprob,priority,N
pretentious,improper,completed,more,convenient,convenient,nonprob,not_recom,P
pretentious,improper,completed,more,convenient,convenient,slightly_prob,recommended,N
pretentious,improper,completed,more,convenient,convenient,slightly_prob,priority,N
pretentious,improper,completed,more,convenient,convenient,slightly_prob,not_recom,P
pretentious,improper,completed,more,convenient,convenient,problematic,recommended,N
pretentious,improper,completed,more,convenient,convenient,problematic,priority,N
pretentious,improper,completed,more,convenient,convenient,problematic,not_recom,P
pretentious,improper,completed,more,convenient,inconv,nonprob,recommended,N
pretentious,improper,completed,more,convenient,inconv,nonprob,priority,N
pretentious,improper,completed,more,convenient,inconv,nonprob,not_recom,P
pretentious,improper,completed,more,convenient,inconv,slightly_prob,recommended,N
